,B_mag_0_0,G_mag_0_0,H_mag_0_0,J_mag_0_0,K_mag_0_0,Kepler_mag_0_0,Teff_0_0,V_mag_0_0,W1_mag_0_0,W2_mag_0_0,W3_mag_0_0,age_0_0,g_mag_0_0,i_mag_0_0,logL_0_0,logg_0_0,mass_0_0,r_mag_0_0,radius_0_0,z_mag_0_0,age_0,feh_0,distance_0,AV_0,B_mag,G_mag,H_mag,J_mag,K_mag,Kepler_mag,V_mag,W1_mag,W2_mag,W3_mag,g_mag,i_mag,r_mag,z_mag,lnprob
2977,16.0643420576,14.2667070519,11.754173437,12.3718435132,11.5965868489,14.3027867176,4678.19450628,14.856000292,11.4706404674,11.4414120502,11.586528189,10.0782639394,15.5286067563,13.9276499744,-0.993943041294,4.77977223286,0.515647561221,14.4245005036,0.484735070299,13.6090999698,10.0782639394,-1.52100264847,180.69785374,0.976429554719,16.0643420576,14.2667070519,11.754173437,12.3718435132,11.5965868489,14.3027867176,14.856000292,11.4706404674,11.4414120502,11.586528189,15.5286067563,13.9276499744,14.4245005036,13.6090999698,-160.818108602
2978,16.0491072155,14.2615158597,11.7682135664,12.3761277362,11.6093464622,14.2984011014,4696.57920473,14.8487262474,11.4801068253,11.4466777527,11.5945940804,10.0763526163,15.5169974371,13.9250480407,-0.993132778509,4.78488100398,0.514092450981,14.4210619104,0.48116517324,13.6073891011,10.0763526163,-1.62438397137,180.552607971,0.981407720098,16.0491072155,14.2615158597,11.7682135664,12.3761277362,11.6093464622,14.2984011014,14.8487262474,11.4801068253,11.4466777527,11.5945940804,15.5169974371,13.9250480407,14.4210619104,13.6073891011,-160.817863185
2979,16.0575489111,14.2666265662,11.7553320012,12.3768563135,11.6010688517,14.3028628165,4694.23839497,14.8536179213,11.4800413498,11.4549576044,11.6018778338,10.0399996996,15.5229582655,13.9311724558,-0.975462740173,4.77407991505,0.523657800555,14.4237337563,0.491697392636,13.6148027254,10.0399996996,-1.46408603394,184.621310067,0.980056744587,16.0575489111,14.2666265662,11.7553320012,12.3768563135,11.6010688517,14.3028628165,14.8536179213,11.4800413498,11.4549576044,11.6018778338,15.5229582655,13.9311724558,14.4237337563,13.6148027254,-160.817376611
2980,16.062590894,14.2678494363,11.7819120393,12.3784325998,11.6168885983,14.3050985867,4681.04116626,14.8590005607,11.4780196616,11.4356104747,11.5817617762,10.0873406518,15.5310311919,13.9269666842,-1.02467009397,4.80215085103,0.506414598829,14.4296505224,0.468157254101,13.6057329271,10.0873406518,-1.80222637939,174.488758133,0.980124028396,16.062590894,14.2678494363,11.7819120393,12.3784325998,11.6168885983,14.3050985867,14.8590005607,11.4780196616,11.4356104747,11.5817617762,15.5310311919,13.9269666842,14.4296505224,13.6057329271,-160.817089823
2981,16.062590894,14.2678494363,11.7819120393,12.3784325998,11.6168885983,14.3050985867,4681.04116626,14.8590005607,11.4780196616,11.4356104747,11.5817617762,10.0873406518,15.5310311919,13.9269666842,-1.02467009397,4.80215085103,0.506414598829,14.4296505224,0.468157254101,13.6057329271,10.0873406518,-1.80222637939,174.488758133,0.980124028396,16.062590894,14.2678494363,11.7819120393,12.3784325998,11.6168885983,14.3050985867,14.8590005607,11.4780196616,11.4356104747,11.5817617762,15.5310311919,13.9269666842,14.4296505224,13.6057329271,-160.817089823
2982,16.0596413545,14.2611248977,11.7550042411,12.3664478258,11.5948213992,14.2976584537,4676.72134286,14.8516376745,11.4645561208,11.4310761853,11.5766808795,10.1063646033,15.5247782458,13.9210202642,-1.00296183315,4.78327289655,0.510674904348,14.4203607672,0.480451865545,13.6011569904,10.1063646033,-1.61291875823,178.285888146,0.97846575919,16.0596413545,14.2611248977,11.7550042411,12.3664478258,11.5948213992,14.2976584537,14.8516376745,11.4645561208,11.4310761853,11.5766808795,15.5247782458,13.9210202642,14.4203607672,13.6011569904,-160.817017267
2983,16.0686942107,14.2647994169,11.7519210205,12.3655096177,11.5910928167,14.3006389693,4662.86680509,14.8565527119,11.4603716668,11.4269342006,11.5698206887,10.1302326034,15.5325003435,13.9224676226,-1.01106955528,4.78465924937,0.508948519429,14.4231696624,0.478874131312,13.6017024656,10.1302326034,-1.60593207843,177.02705334,0.9717365249,16.0686942107,14.2647994169,11.7519210205,12.3655096177,11.5910928167,14.3006389693,14.8565527119,11.4603716668,11.4269342006,11.5698206887,15.5325003435,13.9224676226,14.4231696624,13.6017024656,-160.815641223
2984,16.084691427,14.274794278,11.7744794483,12.3741039139,11.6081182938,14.3137928655,4675.47373984,14.8728313399,11.4683200475,11.4257713096,11.5752993617,10.0034968209,15.5499116075,13.9316281305,-1.02990815888,4.80644843101,0.508812222383,14.4392461961,0.466948114685,13.6065184788,10.0034968209,-1.79878485161,172.867735162,0.998798886544,16.084691427,14.274794278,11.7744794483,12.3741039139,11.6081182938,14.3137928655,14.8728313399,11.4683200475,11.4257713096,11.5752993617,15.5499116075,13.9316281305,14.4392461961,13.6065184788,-160.814882591
2985,16.0852177389,14.2750512443,11.745336043,12.3702147061,11.588590931,14.3126575404,4677.44377343,14.8700292758,11.4651550497,11.4388958337,11.5875010915,10.0243887289,15.5465272051,13.9350452452,-0.988226754725,4.77802799314,0.521191525118,14.4345079163,0.488313521604,13.6139222863,10.0243887289,-1.48305471474,181.480397292,0.994640120336,16.0852177389,14.2750512443,11.745336043,12.3702147061,11.588590931,14.3126575404,14.8700292758,11.4651550497,11.4388958337,11.5875010915,15.5465272051,13.9350452452,14.4345079163,13.6139222863,-160.814653706
2986,16.0852177389,14.2750512443,11.745336043,12.3702147061,11.588590931,14.3126575404,4677.44377343,14.8700292758,11.4651550497,11.4388958337,11.5875010915,10.0243887289,15.5465272051,13.9350452452,-0.988226754725,4.77802799314,0.521191525118,14.4345079163,0.488313521604,13.6139222863,10.0243887289,-1.48305471474,181.480397292,0.994640120336,16.0852177389,14.2750512443,11.745336043,12.3702147061,11.588590931,14.3126575404,14.8700292758,11.4651550497,11.4388958337,11.5875010915,15.5465272051,13.9350452452,14.4345079163,13.6139222863,-160.814653706
2987,16.0658417983,14.2678449317,11.7653229945,12.3738553678,11.6037076485,14.3033344671,4666.5833303,14.8574771008,11.4710774645,11.4354101475,11.5776496345,10.0630927664,15.531442754,13.9261586284,-1.01676358416,4.79230403525,0.508510028647,14.4260456363,0.474473342957,13.6063607692,10.0630927664,-1.66285169986,176.511500014,0.966731715664,16.0658417983,14.2678449317,11.7653229945,12.3738553678,11.6037076485,14.3033344671,14.8574771008,11.4710774645,11.4354101475,11.5776496345,15.531442754,13.9261586284,14.4260456363,13.6063607692,-160.813830336
2988,16.0888495983,14.2724092934,11.768256004,12.3666702967,11.5997577066,14.3110644409,4660.68722233,14.8725040145,11.4570985937,11.4123220938,11.5594267027,10.0355627932,15.5528190532,13.9264292977,-1.04440123173,4.81192883029,0.50510399486,14.4369129522,0.462317210171,13.5994879731,10.0355627932,-1.84554238871,169.815213613,0.994524234993,16.0888495983,14.2724092934,11.768256004,12.3666702967,11.5997577066,14.3110644409,14.8725040145,11.4570985937,11.4123220938,11.5594267027,15.5528190532,13.9264292977,14.4369129522,13.5994879731,-160.811838579
2989,16.0784478478,14.2668282445,11.7333879604,12.3604160705,11.5769908413,14.3039947659,4672.14946941,14.8618879513,11.4543525352,11.429012113,11.576235991,10.0267211089,15.5393034823,13.9261799405,-0.988892344291,4.77690631293,0.521852207056,14.4254878729,0.489254332342,13.6050898672,10.0267211089,-1.4578981901,180.764683775,0.990736288819,16.0784478478,14.2668282445,11.7333879604,12.3604160705,11.5769908413,14.3039947659,14.8618879513,11.4543525352,11.429012113,11.576235991,15.5393034823,13.9261799405,14.4254878729,13.6050898672,-160.810725002
2990,16.0616746828,14.2655860197,11.7489623063,12.3711930142,11.5933632671,14.3009922805,4677.71925975,14.8534866005,11.4706959668,11.4446536176,11.5885239904,10.0326662454,15.525659034,13.9271709773,-0.98820991848,4.77786587172,0.521692740188,14.4217881283,0.488639459436,13.6099380981,10.0326662454,-1.4850960113,182.036157567,0.971655781698,16.0616746828,14.2655860197,11.7489623063,12.3711930142,11.5933632671,14.3009922805,14.8534866005,11.4706959668,11.4446536176,11.5885239904,15.525659034,13.9271709773,14.4217881283,13.6099380981,-160.810243533
2991,16.0616746828,14.2655860197,11.7489623063,12.3711930142,11.5933632671,14.3009922805,4677.71925975,14.8534866005,11.4706959668,11.4446536176,11.5885239904,10.0326662454,15.525659034,13.9271709773,-0.98820991848,4.77786587172,0.521692740188,14.4217881283,0.488639459436,13.6099380981,10.0326662454,-1.4850960113,182.036157567,0.971655781698,16.0616746828,14.2655860197,11.7489623063,12.3711930142,11.5933632671,14.3009922805,14.8534866005,11.4706959668,11.4446536176,11.5885239904,15.525659034,13.9271709773,14.4217881283,13.6099380981,-160.810243533
2992,16.0762412208,14.2631404878,11.7670462876,12.3605561709,11.5974828206,14.3023248846,4667.47633753,14.8630576612,11.4526371794,11.4052137574,11.5533034527,10.0549409684,15.5419273394,13.9178767199,-1.04502760394,4.81243854504,0.50043060823,14.4287941523,0.459903520602,13.5907211474,10.0549409684,-1.90560014239,168.920116962,0.997824459606,16.0762412208,14.2631404878,11.7670462876,12.3605561709,11.5974828206,14.3023248846,14.8630576612,11.4526371794,11.4052137574,11.5533034527,15.5419273394,13.9178767199,14.4287941523,13.5907211474,-160.810147915
2993,16.0762412208,14.2631404878,11.7670462876,12.3605561709,11.5974828206,14.3023248846,4667.47633753,14.8630576612,11.4526371794,11.4052137574,11.5533034527,10.0549409684,15.5419273394,13.9178767199,-1.04502760394,4.81243854504,0.50043060823,14.4287941523,0.459903520602,13.5907211474,10.0549409684,-1.90560014239,168.920116962,0.997824459606,16.0762412208,14.2631404878,11.7670462876,12.3605561709,11.5974828206,14.3023248846,14.8630576612,11.4526371794,11.4052137574,11.5533034527,15.5419273394,13.9178767199,14.4287941523,13.5907211474,-160.810147915
2994,16.0545388687,14.2587635582,11.7496554611,12.366375232,11.5931521198,14.2971305123,4702.97389818,14.8497130812,11.4685835003,11.4400187874,11.5921078046,10.1009335271,15.5197690096,13.9232109807,-0.975334635019,4.77260292738,0.520125672039,14.4196284918,0.490870299418,13.6042203248,10.1009335271,-1.508218037,183.023588184,0.999713991534,16.0545388687,14.2587635582,11.7496554611,12.366375232,11.5931521198,14.2971305123,14.8497130812,11.4685835003,11.4400187874,11.5921078046,15.5197690096,13.9232109807,14.4196284918,13.6042203248,-160.80941777
